venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda
659,1012,10,15,2023-01-01,912764.67,4.36,Leasing,36,91276.47,Concluída
660,172,29,13,2024-01-02,663536.62,7.13,Leasing,24,66353.66,Concluída
661,512,6,12,2023-07-02,978085.31,8.6,Financiamento,60,381414.56,Concluída
662,1299,37,1,2023-10-16,584794.96,5.35,Consórcio,60,0.0,Concluída
663,680,11,7,2024-11-02,401894.73,0.52,À vista,1,401894.73,Concluída
664,1873,2,7,2023-04-10,1096916.98,6.97,À vista,1,1096916.98,Concluída
665,1534,10,8,2023-06-25,887473.72,7.01,À vista,1,887473.72,Concluída
666,447,33,5,2023-10-26,936703.12,11.13,Financiamento,12,315577.29,Concluída
667,693,33,8,2023-10-19,960313.06,8.89,Financiamento,24,209117.64,Concluída
668,579,21,9,2023-11-22,483381.38,0.51,À vista,1,483381.38,Concluída
669,509,18,12,2024-03-01,843342.66,7.33,Leasing,24,84334.27,Concluída
670,62,3,10,2023-10-28,911166.54,7.78,Financiamento,36,233587.61,Concluída
671,1360,23,9,2024-06-12,560130.35,3.06,Financiamento,24,147762.56,Concluída
672,235,9,12,2023-12-17,568564.06,4.88,Financiamento,60,171843.6,Concluída
673,1753,3,5,2023-06-04,966595.34,2.17,Financiamento,60,337408.6,Concluída
674,1309,7,3,2023-01-17,2198295.86,5.87,Financiamento,24,474416.92,Concluída
675,781,13,14,2023-12-10,616102.78,10.82,Financiamento,24,216609.85,Concluída
676,234,24,11,2023-08-24,439619.86,3.86,Financiamento,12,96858.71,Concluída
677,1926,23,4,2023-08-17,562557.16,2.64,À vista,1,562557.16,Concluída
678,1595,38,12,2024-07-12,860759.98,3.87,Leasing,48,86076.0,Concluída
679,214,38,8,2023-12-15,816705.69,8.79,À vista,1,816705.69,Concluída
680,667,23,1,2023-12-06,493508.7,14.59,Leasing,36,49350.87,Concluída
681,316,32,2,2024-11-14,824736.79,4.22,À vista,1,824736.79,Concluída
682,1697,14,2,2023-12-17,664973.53,4.89,Financiamento,24,189393.68,Concluída
683,796,33,4,2024-03-04,932487.06,11.53,Financiamento,36,186917.6,Cancelada
684,1315,2,3,2023-04-15,1057652.94,10.3,À vista,1,1057652.94,Concluída
685,1405,27,15,2023-01-17,493953.79,6.36,Financiamento,24,112444.4,Concluída
686,1943,18,8,2024-06-25,859632.54,5.54,Financiamento,36,322873.08,Concluída
687,253,22,13,2024-01-18,377869.32,4.21,Financiamento,12,79707.43,Concluída
688,719,31,9,2023-02-11,882280.34,2.83,Financiamento,48,227170.73,Concluída
689,498,3,8,2023-03-13,960667.13,2.77,Financiamento,36,350916.19,Concluída
690,1216,6,14,2024-02-20,986432.21,7.82,Financiamento,36,391916.97,Concluída
691,526,24,14,2024-08-08,433583.89,5.18,Financiamento,60,172179.48,Concluída
692,1028,5,13,2024-05-10,1376123.82,12.54,À vista,1,1376123.82,Concluída
693,412,15,7,2024-06-07,1244395.23,12.47,Financiamento,12,318347.92,Concluída
694,1299,10,10,2024-03-22,884037.97,7.37,Consórcio,72,0.0,Concluída
695,1909,31,8,2023-11-01,836245.95,7.9,Leasing,48,83624.6,Concluída
696,792,26,14,2024-12-22,576967.21,5.14,Financiamento,12,168569.85,Concluída
697,1700,16,9,2024-03-15,1062832.2,10.99,Financiamento,60,356766.69,Concluída
698,1726,1,9,2023-12-04,969705.33,2.72,Financiamento,24,321590.69,Concluída
699,1580,15,5,2024-08-13,1403907.57,1.25,Financiamento,60,435899.47,Concluída
700,1671,34,1,2023-10-24,603225.16,6.12,Leasing,24,60322.52,Concluída
701,823,21,3,2023-08-12,485616.33,0.05,Consórcio,60,0.0,Concluída
702,1835,2,12,2024-03-07,1143845.17,2.99,Leasing,48,114384.52,Concluída
703,1691,4,3,2024-03-04,796022.01,6.41,Consórcio,60,0.0,Concluída
704,1227,32,1,2024-09-24,812681.75,5.62,Consórcio,72,0.0,Concluída
705,1160,9,4,2024-04-25,557326.67,6.76,Financiamento,60,183781.72,Concluída
706,83,14,6,2024-02-25,696296.01,0.41,Financiamento,48,238828.94,Concluída
707,1275,1,13,2024-12-16,956248.27,4.07,Financiamento,60,335164.16,Concluída
708,1053,17,14,2024-11-16,1341087.19,2.02,À vista,1,1341087.19,Concluída
709,1216,16,13,2024-04-05,1102594.38,7.66,Leasing,36,110259.44,Concluída
710,1334,14,9,2023-10-04,643858.82,7.91,Financiamento,36,209323.61,Concluída
711,1127,14,3,2024-12-16,676439.8,3.25,Financiamento,24,203684.6,Concluída
712,473,27,6,2023-02-01,521911.45,1.06,Financiamento,12,204473.74,Concluída
713,662,30,4,2023-01-27,912319.66,2.31,Financiamento,12,210463.04,Concluída
714,1439,29,6,2024-11-22,664894.13,6.94,Financiamento,12,166596.84,Cancelada
715,1014,23,10,2023-09-13,541062.58,6.36,À vista,1,541062.58,Concluída
716,474,23,10,2024-06-05,577406.91,0.07,Financiamento,36,161732.92,Concluída
717,154,38,12,2023-06-25,880548.59,1.66,Consórcio,60,0.0,Concluída
718,745,22,12,2024-04-26,366390.04,7.12,Financiamento,48,128448.49,Cancelada
719,1390,15,15,2023-09-10,1279652.86,9.99,Leasing,48,127965.29,Concluída
720,1421,22,5,2024-05-16,373766.76,5.25,Financiamento,60,100629.24,Concluída
721,217,15,13,2024-08-18,1227335.09,13.67,Financiamento,36,276900.66,Concluída
722,181,30,15,2023-05-25,901299.73,3.49,Financiamento,12,320645.95,Concluída
723,1916,25,3,2024-06-04,710289.75,0.65,Financiamento,48,160082.47,Concluída
724,576,2,3,2024-04-11,1115428.86,5.4,Leasing,36,111542.89,Concluída
725,1551,33,14,2024-12-15,988876.86,6.18,Financiamento,12,238164.15,Concluída
726,1619,17,12,2023-08-06,1164246.54,14.94,À vista,1,1164246.54,Concluída
727,1088,15,3,2024-12-23,1297281.68,8.75,Leasing,24,129728.17,Concluída
728,1615,7,12,2024-03-14,2087832.25,10.6,À vista,1,2087832.25,Concluída
729,1240,28,15,2023-07-10,556738.95,4.03,Financiamento,48,191592.68,Cancelada
730,576,26,8,2024-07-25,590287.45,2.95,Consórcio,60,0.0,Concluída
731,890,15,12,2024-02-22,1349741.62,5.06,Financiamento,60,526531.4,Cancelada
732,1423,24,15,2024-12-16,412046.45,9.89,Financiamento,60,126183.44,Concluída
733,1393,3,15,2023-05-17,926382.29,6.24,Financiamento,12,207685.41,Concluída
734,285,33,10,2024-11-09,933224.87,11.46,Financiamento,48,250378.49,Concluída
735,1840,1,6,2024-07-20,946379.77,5.06,Leasing,48,94637.98,Concluída
736,1634,35,7,2024-12-25,712744.88,9.72,Leasing,36,71274.49,Concluída
737,1816,3,6,2024-12-02,922430.15,6.64,Financiamento,12,233932.76,Concluída
738,511,3,7,2023-03-05,961161.15,2.72,Financiamento,36,221069.59,Concluída
739,1970,38,5,2024-06-26,857178.33,4.27,Financiamento,60,217203.74,Concluída
740,1120,20,11,2023-01-25,1808891.48,2.53,À vista,1,1808891.48,Concluída
741,1871,33,13,2024-12-13,1033040.09,1.99,Consórcio,60,0.0,Concluída
742,1184,28,14,2024-09-12,549197.42,5.33,Financiamento,36,192589.14,Concluída
743,1096,38,15,2024-04-12,834613.94,6.79,Financiamento,12,316509.17,Concluída
744,1444,36,5,2023-02-08,1164059.41,14.67,À vista,1,1164059.41,Concluída
745,825,26,7,2023-01-21,582441.28,4.24,Leasing,36,58244.13,Concluída
746,678,2,6,2023-10-23,1137478.03,3.53,Financiamento,12,315126.38,Concluída
747,811,33,12,2024-09-04,1033461.7,1.95,Financiamento,36,332415.54,Concluída
748,1230,38,12,2023-12-01,794768.08,11.24,Financiamento,60,290120.62,Concluída
749,1374,34,9,2024-01-02,629955.21,1.96,À vista,1,629955.21,Concluída
750,1967,20,9,2024-06-22,1580993.79,14.81,Consórcio,72,0.0,Concluída
751,1629,36,9,2024-10-09,1218081.15,10.71,Leasing,24,121808.12,Concluída
752,1118,7,7,2024-12-19,2110251.93,9.64,Financiamento,12,641459.37,Cancelada
753,753,24,4,2024-07-13,448582.36,1.9,À vista,1,448582.36,Concluída
754,55,38,4,2024-12-11,785366.25,12.29,À vista,1,785366.25,Concluída
755,523,25,11,2023-12-26,617776.92,13.59,Consórcio,72,0.0,Concluída
756,238,7,13,2023-12-23,2113988.54,9.48,Financiamento,24,757207.12,Concluída
757,106,16,13,2024-12-16,1125281.5,5.76,À vista,1,1125281.5,Cancelada
758,1555,37,11,2024-05-06,597275.53,3.33,À vista,1,597275.53,Concluída
759,755,26,3,2024-07-12,571189.02,6.09,Financiamento,48,210015.24,Concluída
760,1054,18,6,2023-07-16,855901.34,5.95,Financiamento,12,319278.81,Concluída
761,1289,16,7,2023-12-10,1144147.64,4.18,À vista,1,1144147.64,Concluída
762,837,32,12,2024-05-02,836791.83,2.82,Financiamento,36,225259.88,Concluída
763,142,18,8,2024-02-26,883657.84,2.9,Consórcio,60,0.0,Concluída
764,984,18,4,2023-09-23,862271.68,5.25,Financiamento,60,211128.79,Concluída
765,1203,34,4,2023-06-19,628027.56,2.26,Financiamento,36,189597.76,Concluída
766,1901,18,3,2024-12-03,897399.59,1.39,À vista,1,897399.59,Concluída
767,256,23,10,2024-09-14,572842.2,0.86,Financiamento,24,158635.39,Concluída
768,1209,10,14,2024-07-26,902266.54,5.46,Consórcio,60,0.0,Concluída
769,1932,35,13,2024-02-17,766350.75,2.93,À vista,1,766350.75,Concluída
770,724,3,13,2024-12-14,866803.74,12.27,Financiamento,60,339111.13,Cancelada
771,322,25,10,2024-01-07,675043.36,5.58,Consórcio,72,0.0,Concluída
772,509,7,8,2024-06-09,2247805.97,3.75,Leasing,48,224780.6,Concluída
773,1805,30,9,2024-01-22,864971.31,7.38,Consórcio,84,0.0,Concluída
774,185,29,14,2023-02-01,707191.28,1.02,Financiamento,60,172769.62,Concluída
775,1484,13,7,2023-12-19,644358.67,6.73,Financiamento,48,129672.24,Concluída
776,1312,13,12,2023-01-22,689540.46,0.19,Leasing,48,68954.05,Concluída
777,1120,7,1,2024-07-09,2131503.91,8.73,Financiamento,60,672345.61,Cancelada
778,1749,5,5,2024-02-19,1508606.81,4.12,Financiamento,12,510826.02,Concluída
779,663,19,8,2023-07-12,1110137.93,1.61,À vista,1,1110137.93,Concluída
780,1351,30,2,2024-07-05,905222.08,3.07,À vista,1,905222.08,Concluída
781,929,33,12,2023-04-05,927216.99,12.03,Financiamento,36,298932.61,Concluída
782,1463,19,13,2024-09-14,1004641.54,10.96,Consórcio,72,0.0,Concluída
783,962,33,4,2023-05-21,1027559.21,2.51,Financiamento,24,304458.58,Concluída
784,468,34,4,2024-07-09,609329.38,5.17,Leasing,36,60932.94,Concluída
785,1160,34,15,2023-06-09,624879.07,2.75,Financiamento,60,192517.48,Concluída
786,29,36,14,2023-04-13,1303752.0,4.43,Consórcio,60,0.0,Concluída
787,267,37,9,2023-09-05,572314.39,7.37,Financiamento,24,209116.48,Concluída
788,1990,35,1,2023-02-08,732245.1,7.25,Financiamento,36,211576.79,Concluída
789,1871,36,1,2024-08-16,1227903.29,9.99,Consórcio,84,0.0,Cancelada
790,269,35,4,2024-09-14,784587.8,0.62,Consórcio,84,0.0,Concluída
791,1835,19,8,2023-10-07,972484.89,13.81,Financiamento,24,223634.76,Concluída
792,779,34,1,2024-08-05,612927.65,4.61,Financiamento,12,144851.83,Concluída
793,1982,14,2,2024-05-26,679865.69,2.76,Consórcio,72,0.0,Concluída
794,765,1,5,2023-01-21,917970.43,7.91,Financiamento,12,241708.52,Concluída
795,1027,26,13,2024-09-26,599958.31,1.36,Financiamento,12,150262.25,Concluída
796,703,20,9,2023-05-28,1829676.93,1.41,Financiamento,12,474294.55,Concluída
797,1859,29,7,2024-08-20,697617.27,2.36,À vista,1,697617.27,Concluída
798,116,33,13,2024-03-28,897388.36,14.86,À vista,1,897388.36,Concluída
799,168,37,6,2023-06-14,571078.69,7.57,À vista,1,571078.69,Concluída
800,704,6,14,2024-06-22,912273.23,14.75,Financiamento,12,247583.63,Concluída
801,640,37,12,2024-12-27,544634.71,11.85,Financiamento,24,183508.88,Concluída
802,1973,26,2,2023-11-04,581407.29,4.41,Financiamento,60,153048.38,Concluída
803,1450,26,14,2023-02-17,603972.63,0.7,Consórcio,84,0.0,Concluída
804,1917,5,13,2024-06-16,1479340.97,5.98,Consórcio,60,0.0,Concluída
805,1207,4,10,2023-09-20,843312.13,0.85,Financiamento,12,271644.57,Cancelada
806,1234,34,10,2024-03-11,606630.67,5.59,Financiamento,60,213845.5,Concluída
807,1938,3,1,2024-11-26,916106.72,7.28,Leasing,48,91610.67,Concluída
808,1153,9,6,2023-02-14,591576.8,1.03,Leasing,24,59157.68,Concluída
809,346,5,1,2023-12-04,1531106.89,2.69,Financiamento,24,318904.67,Concluída
810,25,9,1,2023-12-09,581355.55,2.74,Financiamento,48,128418.51,Concluída
811,1104,29,5,2024-04-09,689043.52,3.56,Leasing,48,68904.35,Cancelada
812,728,13,15,2023-12-16,674065.35,2.43,Financiamento,60,268526.27,Concluída
813,60,13,8,2024-07-23,654376.04,5.28,À vista,1,654376.04,Concluída
814,1088,33,7,2023-10-11,975174.67,7.48,Financiamento,60,367440.8,Concluída
815,1580,32,13,2024-11-16,826286.73,4.04,Financiamento,24,214437.11,Concluída
816,263,5,3,2024-06-26,1340564.25,14.8,Financiamento,24,478763.11,Concluída
817,1092,38,6,2024-06-16,870878.14,2.74,Leasing,48,87087.81,Cancelada
818,958,4,12,2024-11-27,825365.69,2.96,Financiamento,36,247455.18,Concluída
819,1263,9,5,2023-10-21,592054.98,0.95,À vista,1,592054.98,Concluída
820,1557,33,6,2023-11-27,1019864.9,3.24,Financiamento,12,276901.87,Concluída
821,1887,14,5,2023-12-09,697694.34,0.21,Financiamento,60,184594.7,Concluída
822,829,29,2,2024-08-10,701404.0,1.83,Financiamento,36,264828.01,Concluída
823,669,34,7,2023-09-18,603803.46,6.03,Financiamento,24,166018.82,Concluída
824,1804,8,6,2024-12-13,1313770.34,9.07,Consórcio,60,0.0,Concluída
825,1792,11,9,2024-07-09,372645.46,7.76,Leasing,36,37264.55,Concluída
826,126,12,9,2023-04-27,380730.71,1.76,Consórcio,60,0.0,Concluída
827,1164,18,2,2024-12-07,791469.85,13.03,Consórcio,60,0.0,Concluída
828,931,1,15,2024-03-21,991635.34,0.52,Consórcio,72,0.0,Concluída
829,268,8,12,2024-12-26,1408550.21,2.51,Financiamento,12,334996.3,Concluída
830,1681,31,8,2024-01-28,871747.82,3.99,À vista,1,871747.82,Concluída
831,1971,15,12,2023-05-27,1251930.13,11.94,Consórcio,72,0.0,Concluída
832,1711,34,12,2024-11-24,602132.83,6.29,Consórcio,72,0.0,Concluída
833,185,33,10,2024-07-23,968850.58,8.08,À vista,1,968850.58,Concluída
834,1499,29,10,2024-12-27,622311.18,12.9,À vista,1,622311.18,Concluída
835,310,3,7,2023-09-27,950292.76,3.82,Consórcio,60,0.0,Concluída
836,121,5,6,2024-12-17,1410581.99,10.35,Consórcio,60,0.0,Concluída
837,1249,13,11,2024-08-14,647882.02,6.22,Leasing,48,64788.2,Concluída
838,865,11,7,2024-06-15,398420.37,1.38,Financiamento,12,92579.24,Concluída
839,898,33,1,2023-08-21,1009957.16,4.18,Financiamento,24,286945.85,Concluída
840,1730,35,8,2024-06-26,770298.16,2.43,Financiamento,24,231794.51,Concluída
841,173,26,8,2023-03-13,594301.77,2.29,Financiamento,24,148108.76,Concluída
842,1192,1,3,2024-12-11,937109.35,5.99,À vista,1,937109.35,Concluída
843,1138,23,9,2023-09-04,533146.56,7.73,Financiamento,24,182005.66,Concluída
844,1820,22,9,2023-11-17,379920.6,3.69,Financiamento,24,99144.86,Concluída
845,561,12,3,2024-10-26,359996.7,7.11,À vista,1,359996.7,Concluída
846,1974,32,10,2024-02-15,836877.94,2.81,À vista,1,836877.94,Cancelada
847,872,10,2,2024-07-28,889096.16,6.84,Consórcio,84,0.0,Concluída
848,1967,13,1,2023-09-09,671094.68,2.86,Financiamento,24,205039.37,Concluída
849,1574,25,11,2024-12-26,672827.06,5.89,Financiamento,36,265987.93,Concluída
850,206,33,13,2023-07-03,1049798.93,0.4,Financiamento,48,295220.15,Concluída
851,778,9,1,2024-05-06,575198.9,3.77,Financiamento,48,185096.68,Concluída
852,1730,4,14,2024-12-27,726022.42,14.64,Financiamento,60,274292.8,Concluída
853,1947,36,11,2023-03-01,1266373.32,7.17,Financiamento,12,462575.81,Concluída
854,846,21,14,2023-10-03,480369.05,1.13,Leasing,36,48036.9,Concluída
855,1318,33,15,2023-12-09,1007638.33,4.4,Financiamento,24,229753.84,Concluída
856,773,10,9,2023-07-13,929466.24,2.61,À vista,1,929466.24,Concluída
857,1007,29,4,2024-10-20,696474.1,2.52,À vista,1,696474.1,Concluída
858,1271,1,8,2024-05-05,980072.24,1.68,Consórcio,60,0.0,Concluída
859,930,17,11,2024-05-06,1315628.71,3.88,Consórcio,84,0.0,Concluída
860,1180,34,8,2023-06-01,616140.4,4.11,À vista,1,616140.4,Concluída
861,779,9,14,2024-11-25,588528.35,1.54,Financiamento,48,139900.15,Concluída
862,1551,6,3,2024-02-04,965350.94,9.79,Consórcio,60,0.0,Concluída
863,910,18,3,2023-11-07,879744.63,3.33,Financiamento,36,243888.59,Concluída
864,1391,38,4,2024-07-24,888159.6,0.81,Consórcio,72,0.0,Concluída
865,1993,36,12,2024-10-05,1339357.24,1.82,Financiamento,48,466757.85,Concluída
866,450,35,11,2023-03-20,745271.56,5.6,Consórcio,60,0.0,Concluída
867,625,4,8,2024-05-24,793300.27,6.73,À vista,1,793300.27,Concluída
868,679,19,12,2023-06-14,964473.93,14.52,Leasing,24,96447.39,Concluída
869,93,1,1,2024-01-26,924051.03,7.3,À vista,1,924051.03,Concluída
870,753,28,8,2023-01-01,543222.2,6.36,Financiamento,36,160564.81,Concluída
871,1574,38,4,2024-11-08,884667.49,1.2,Financiamento,60,265238.3,Concluída
872,1002,10,11,2024-06-08,894917.85,6.23,À vista,1,894917.85,Concluída
873,197,2,8,2024-06-19,1018388.9,13.63,Financiamento,48,231385.3,Concluída
874,259,6,9,2023-12-01,987395.31,7.73,Consórcio,72,0.0,Concluída
875,496,35,4,2023-03-28,789324.69,0.02,Financiamento,36,295565.37,Concluída
876,764,30,12,2024-06-22,877485.47,6.04,Consórcio,60,0.0,Concluída
877,1775,4,11,2024-04-23,842631.69,0.93,Leasing,36,84263.17,Concluída
878,1590,29,2,2024-05-03,707905.76,0.92,À vista,1,707905.76,Concluída
879,457,29,9,2023-04-18,695759.62,2.62,Leasing,24,69575.96,Concluída
880,1738,1,15,2023-04-11,928437.03,6.86,Financiamento,24,354627.48,Concluída
881,951,35,10,2024-05-12,775429.8,1.78,Financiamento,60,163227.38,Concluída
882,777,14,14,2023-01-01,693009.95,0.88,Financiamento,36,187538.84,Concluída
883,306,34,13,2024-11-10,621666.32,3.25,Financiamento,48,186234.17,Concluída
884,24,38,14,2024-06-05,837837.42,6.43,À vista,1,837837.42,Concluída
885,1860,9,1,2023-10-19,552066.61,7.64,À vista,1,552066.61,Concluída
886,1511,31,13,2023-12-09,786488.86,13.38,Financiamento,24,240716.89,Concluída
887,1477,13,9,2024-09-11,688435.09,0.35,Financiamento,48,175125.4,Concluída
888,1497,14,2,2023-09-03,663575.2,5.09,Financiamento,36,194827.92,Concluída
889,638,29,1,2024-03-05,671896.02,5.96,Financiamento,36,185622.71,Concluída
890,82,9,7,2023-12-11,514708.27,13.89,À vista,1,514708.27,Concluída
891,1806,14,4,2023-03-05,650640.7,6.94,À vista,1,650640.7,Concluída
892,1318,34,7,2024-05-28,634388.8,1.27,Consórcio,72,0.0,Concluída
893,336,34,12,2024-09-14,615048.07,4.28,Financiamento,36,147644.71,Concluída
894,1805,32,1,2024-02-20,820689.74,4.69,Financiamento,36,314796.16,Concluída
895,1515,12,11,2024-08-14,370848.15,4.31,Consórcio,60,0.0,Concluída
896,121,26,11,2024-11-24,592842.01,2.53,Financiamento,48,145869.31,Concluída
897,304,18,15,2023-06-18,878288.55,3.49,Financiamento,48,230044.73,Concluída
898,331,35,8,2023-04-07,746692.63,5.42,Financiamento,24,271818.08,Concluída
899,1902,29,15,2023-05-08,674396.7,5.61,Financiamento,24,217791.95,Concluída
900,984,23,5,2023-05-16,577118.01,0.12,Consórcio,72,0.0,Concluída
901,554,30,13,2023-05-23,929876.84,0.43,Financiamento,48,347760.95,Concluída
902,377,36,12,2024-05-04,1163377.32,14.72,Financiamento,48,259585.46,Concluída
903,1552,20,9,2023-01-15,1669703.15,10.03,Financiamento,36,346023.29,Concluída
904,487,32,5,2024-09-15,809668.0,5.97,À vista,1,809668.0,Cancelada
905,257,37,3,2024-04-04,580593.58,6.03,Financiamento,24,140323.4,Concluída
906,345,21,5,2023-07-12,471477.83,2.96,Financiamento,12,151638.51,Concluída
907,1246,19,6,2023-03-28,1077755.62,4.48,À vista,1,1077755.62,Concluída
908,1126,19,4,2024-08-06,987265.67,12.5,Financiamento,24,228224.57,Concluída
909,1694,35,5,2024-11-19,775824.54,1.73,À vista,1,775824.54,Concluída
910,1960,20,8,2023-06-19,1809819.4,2.48,Financiamento,12,675073.02,Concluída
911,1587,1,8,2023-09-14,919665.02,7.74,Financiamento,12,224888.75,Concluída
912,592,19,7,2023-12-25,983542.27,12.83,Leasing,36,98354.23,Concluída
913,1887,36,9,2023-10-11,1343313.37,1.53,À vista,1,1343313.37,Concluída
914,1738,32,6,2023-10-10,812595.65,5.63,Consórcio,84,0.0,Concluída
915,594,24,15,2023-08-13,440077.13,3.76,Leasing,36,44007.71,Concluída
916,837,29,4,2023-08-27,672824.85,5.83,Leasing,36,67282.48,Concluída
917,1647,27,14,2023-04-01,492424.03,6.65,Financiamento,12,184173.02,Concluída
918,1013,6,10,2024-12-27,988251.41,7.65,À vista,1,988251.41,Concluída
919,899,4,9,2024-09-15,831574.65,2.23,À vista,1,831574.65,Concluída
920,1426,8,8,2024-05-20,1269414.52,12.14,Financiamento,12,496551.86,Concluída
921,1707,31,13,2024-02-02,878648.43,3.23,À vista,1,878648.43,Concluída
922,697,23,13,2024-02-11,532453.19,7.85,Leasing,48,53245.32,Concluída
923,1100,3,15,2023-03-07,922825.36,6.6,Financiamento,12,234370.28,Concluída
924,1213,8,6,2024-12-11,1276927.56,11.62,Financiamento,12,378207.93,Concluída
925,117,2,13,2023-10-18,1173204.77,0.5,Financiamento,60,275668.75,Concluída
926,279,33,13,2024-03-03,930484.43,11.72,Financiamento,48,370706.12,Concluída
927,1388,35,11,2024-03-06,757903.29,4.0,Consórcio,60,0.0,Concluída
928,1714,15,11,2024-12-03,1360972.88,4.27,À vista,1,1360972.88,Concluída
929,363,30,9,2023-12-28,868053.15,7.05,Financiamento,24,206449.09,Concluída
930,945,24,14,2023-06-13,423203.85,7.45,Financiamento,48,100453.33,Concluída
931,1552,5,14,2024-10-21,1444410.78,8.2,À vista,1,1444410.78,Concluída
932,185,31,4,2023-03-04,886366.23,2.38,À vista,1,886366.23,Concluída
933,888,38,13,2024-09-16,841866.78,5.98,Financiamento,48,285806.25,Concluída
934,1296,4,4,2024-12-22,818051.04,3.82,Financiamento,60,242404.82,Concluída
935,558,10,10,2023-05-12,899212.54,5.78,Financiamento,12,278068.48,Concluída
936,678,19,3,2024-02-17,1035782.72,8.2,Financiamento,24,354913.86,Concluída
937,871,2,2,2024-09-15,1039494.8,11.84,Financiamento,48,391886.04,Concluída
938,1284,32,8,2024-04-09,808376.38,6.12,Financiamento,60,187042.77,Concluída
939,1757,8,14,2024-09-03,1260745.63,12.74,À vista,1,1260745.63,Concluída
940,888,20,15,2024-06-26,1598438.73,13.87,Financiamento,36,547515.61,Concluída
941,1174,32,4,2023-04-14,820603.64,4.7,Consórcio,84,0.0,Concluída
942,1500,25,12,2024-04-03,700566.61,2.01,Financiamento,12,192731.37,Concluída
943,1474,24,14,2024-05-15,451371.71,1.29,À vista,1,451371.71,Cancelada
944,1841,5,9,2023-11-21,1493029.83,5.11,À vista,1,1493029.83,Concluída
945,315,5,13,2023-08-16,1445669.52,8.12,Consórcio,84,0.0,Concluída
946,938,18,8,2023-03-10,880836.69,3.21,Consórcio,72,0.0,Concluída
947,1827,4,7,2024-07-03,843142.02,0.87,Consórcio,72,0.0,Concluída
948,20,38,15,2024-02-05,860133.19,3.94,Financiamento,24,224316.09,Concluída
949,54,35,5,2024-02-27,765166.53,3.08,Consórcio,60,0.0,Concluída
950,11,19,10,2024-07-10,973500.36,13.72,Financiamento,60,255925.66,Concluída
951,1938,7,4,2023-06-18,2214877.08,5.16,À vista,1,2214877.08,Concluída
952,433,35,1,2023-09-02,737455.69,6.59,Leasing,48,73745.57,Cancelada
953,718,24,5,2023-03-17,445107.1,2.66,Consórcio,72,0.0,Concluída
954,813,19,15,2024-01-04,1025063.84,9.15,À vista,1,1025063.84,Concluída
955,290,20,3,2024-02-22,1769176.41,4.67,Consórcio,84,0.0,Concluída
956,942,8,15,2024-07-12,1363183.02,5.65,Financiamento,36,314039.86,Concluída
957,499,26,12,2023-12-25,520340.97,14.45,Leasing,48,52034.1,Concluída
958,1308,11,11,2023-10-04,388926.48,3.73,Leasing,48,38892.65,Concluída
959,966,21,1,2024-06-06,484353.1,0.31,Financiamento,24,150003.8,Concluída
960,714,13,8,2024-04-02,658175.73,4.73,Leasing,24,65817.57,Concluída
961,1307,6,13,2024-02-23,995742.21,6.95,À vista,1,995742.21,Concluída
962,813,1,1,2024-08-11,920761.53,7.63,Leasing,48,92076.15,Cancelada
963,491,30,6,2024-06-25,862356.41,7.66,Financiamento,48,238092.02,Concluída
964,1009,26,1,2024-02-11,587611.23,3.39,Financiamento,24,167449.61,Concluída
965,437,29,12,2023-09-06,689972.34,3.43,À vista,1,689972.34,Concluída
966,1877,19,6,2023-12-24,973838.85,13.69,À vista,1,973838.85,Concluída
967,265,32,6,2024-10-28,808720.81,6.08,Financiamento,12,252913.6,Concluída
968,1210,33,4,2024-11-18,1025872.79,2.67,Financiamento,12,210690.32,Concluída
969,936,18,11,2023-12-13,821683.49,9.71,Financiamento,12,209139.1,Concluída
970,1035,6,2,2023-06-06,923402.42,13.71,À vista,1,923402.42,Concluída
971,40,10,12,2024-04-15,887760.03,6.98,À vista,1,887760.03,Concluída
972,1268,28,13,2024-06-28,579885.64,0.04,Financiamento,60,136013.44,Concluída
973,1807,2,10,2024-05-10,1152924.24,2.22,Financiamento,60,348651.7,Concluída
974,676,36,13,2024-02-23,1201983.76,11.89,Leasing,48,120198.38,Concluída
975,243,13,13,2024-01-26,646362.14,6.44,Financiamento,36,234126.44,Concluída
976,1748,17,11,2023-06-05,1347520.25,1.55,Consórcio,60,0.0,Concluída
977,1425,6,8,2023-03-07,1037476.71,3.05,Financiamento,12,306568.04,Concluída
978,1310,13,6,2023-02-23,677174.19,1.98,Consórcio,60,0.0,Concluída
979,1789,12,2,2023-09-07,368174.04,5.0,Consórcio,72,0.0,Concluída
980,1051,19,6,2023-08-21,964586.76,14.51,À vista,1,964586.76,Concluída
981,1335,33,6,2023-11-14,944186.63,10.42,Financiamento,60,265145.11,Concluída
982,1359,10,6,2023-06-03,901884.79,5.5,Financiamento,36,206585.32,Concluída
983,603,37,9,2024-10-05,583188.55,5.61,Leasing,36,58318.86,Concluída
984,889,20,1,2024-10-01,1635370.03,11.88,Consórcio,60,0.0,Concluída
985,1906,9,2,2023-08-05,574302.3,3.92,Financiamento,48,144385.2,Concluída
986,739,32,3,2024-05-16,796321.35,7.52,À vista,1,796321.35,Concluída
987,1890,22,5,2023-12-28,385364.38,2.31,À vista,1,385364.38,Concluída
988,1561,5,6,2024-07-19,1518362.09,3.5,À vista,1,1518362.09,Concluída
